id1,latitude,longitude,id,value,units
jjav0s99,51.52197421,-0.137195184,panel,0,
jjav0s99,51.52197421,-0.137195184,temp,22.80000011,
kbhwr10t,51.5368569,-0.0980659,bat,67.3,
kbhwr10t,51.5368569,-0.0980659,co,67.812,
kbhwr10t,51.5368569,-0.0980659,hum,48,
kbhwr10t,51.5368569,-0.0980659,light,689.9,
kbhwr10t,51.5368569,-0.0980659,nets,4,
kbhwr10t,51.5368569,-0.0980659,no2,6.743,
kbhwr10t,51.5368569,-0.0980659,noise,69,
kbhwr10t,51.5368569,-0.0980659,panel,0,
kbhwr10t,51.5368569,-0.0980659,temp,18.30000011,
kdfrdgtr,51.518305,-0.1307146,bat,100,
kdfrdgtr,51.518305,-0.1307146,co,363.44,
kdfrdgtr,51.518305,-0.1307146,hum,42.4,
kdfrdgtr,51.518305,-0.1307146,light,109.5,
kdfrdgtr,51.518305,-0.1307146,nets,8,
kdfrdgtr,51.518305,-0.1307146,no2,5.369,
kdfrdgtr,51.518305,-0.1307146,noise,50,
kdfrdgtr,51.518305,-0.1307146,panel,0,
kdfrdgtr,51.518305,-0.1307146,temp,22.00000007,
kkkr55qe,51.5268021,-0.1298694,bat,100,
kkkr55qe,51.5268021,-0.1298694,co,260.655,
kkkr55qe,51.5268021,-0.1298694,hum,46.8,
kkkr55qe,51.5268021,-0.1298694,light,497.1,
kkkr55qe,51.5268021,-0.1298694,nets,15,
kkkr55qe,51.5268021,-0.1298694,no2,73.914,
kkkr55qe,51.5268021,-0.1298694,noise,50,
kkkr55qe,51.5268021,-0.1298694,panel,0,
kkkr55qe,51.5268021,-0.1298694,temp,21.40000003,
mg6kxcrz,51.546056,-0.134652,bat,100,
mg6kxcrz,51.546056,-0.134652,co,23.349,
mg6kxcrz,51.546056,-0.134652,hum,40.3,
mg6kxcrz,51.546056,-0.134652,light,920.4,
mg6kxcrz,51.546056,-0.134652,nets,3,
mg6kxcrz,51.546056,-0.134652,no2,142.388,
mg6kxcrz,51.546056,-0.134652,noise,50,
mg6kxcrz,51.546056,-0.134652,panel,0,
mg6kxcrz,51.546056,-0.134652,temp,21.80000005,
qass24q5,51.5073509,-0.1277583,bat,84.9,
qass24q5,51.5073509,-0.1277583,co,160.62,
qass24q5,51.5073509,-0.1277583,hum,54.1,
qass24q5,51.5073509,-0.1277583,light,173.6,
qass24q5,51.5073509,-0.1277583,nets,4,
qass24q5,51.5073509,-0.1277583,no2,2.454,
qass24q5,51.5073509,-0.1277583,noise,57,
qass24q5,51.5073509,-0.1277583,panel,0,
qass24q5,51.5073509,-0.1277583,temp,17.70000007,
s78vse97,51.5138105,0.0583177,bat,86.1,
s78vse97,51.5138105,0.0583177,co,155.791,
s78vse97,51.5138105,0.0583177,hum,60.9,
s78vse97,51.5138105,0.0583177,light,73.5,
s78vse97,51.5138105,0.0583177,nets,3,
s78vse97,51.5138105,0.0583177,no2,17.431,
s78vse97,51.5138105,0.0583177,noise,50,
s78vse97,51.5138105,0.0583177,panel,0,
s78vse97,51.5138105,0.0583177,temp,15.59999994,
sfwp5q1b,51.5383271,-0.0232652,bat,100,
sfwp5q1b,51.5383271,-0.0232652,co,282.655,
sfwp5q1b,51.5383271,-0.0232652,hum,67.4,
sfwp5q1b,51.5383271,-0.0232652,light,35.7,
sfwp5q1b,51.5383271,-0.0232652,nets,2,
sfwp5q1b,51.5383271,-0.0232652,no2,151.159,
sfwp5q1b,51.5383271,-0.0232652,noise,50,
sfwp5q1b,51.5383271,-0.0232652,panel,0,
sfwp5q1b,51.5383271,-0.0232652,temp,17.00000003,
w5eafbwt,51.5015709,0.0055315,bat,100,
w5eafbwt,51.5015709,0.0055315,co,294.088,
w5eafbwt,51.5015709,0.0055315,hum,39.3,
w5eafbwt,51.5015709,0.0055315,light,340.6,
w5eafbwt,51.5015709,0.0055315,nets,25,
w5eafbwt,51.5015709,0.0055315,no2,21.55,
w5eafbwt,51.5015709,0.0055315,noise,50,
w5eafbwt,51.5015709,0.0055315,panel,0,
w5eafbwt,51.5015709,0.0055315,temp,18.50000012,
xmy764vj,51.511433,-0.117513,bat,100,
xmy764vj,51.511433,-0.117513,co,397.8,
xmy764vj,51.511433,-0.117513,hum,54.4,
xmy764vj,51.511433,-0.117513,light,111.1,
xmy764vj,51.511433,-0.117513,nets,7,
xmy764vj,51.511433,-0.117513,no2,13.728,
xmy764vj,51.511433,-0.117513,noise,66,
xmy764vj,51.511433,-0.117513,panel,0,
xmy764vj,51.511433,-0.117513,temp,21.20000002,
xnjk5re1,51.47407,-0.037008,bat,100,
xnjk5re1,51.47407,-0.037008,co,395.423,
xnjk5re1,51.47407,-0.037008,hum,52.8,
xnjk5re1,51.47407,-0.037008,light,201.4,
xnjk5re1,51.47407,-0.037008,nets,20,
xnjk5re1,51.47407,-0.037008,no2,71.06,
xnjk5re1,51.47407,-0.037008,noise,59.95,
xnjk5re1,51.47407,-0.037008,panel,0,
xnjk5re1,51.47407,-0.037008,temp,21.80000005,
yfa4wvg4,51.5231,,bat,99.1,
yfa4wvg4,51.5231,,co,141.763,
yfa4wvg4,51.5231,,hum,30,
yfa4wvg4,51.5231,,light,26.3,
yfa4wvg4,51.5231,,nets,5,
yfa4wvg4,51.5231,,no2,6.812,
yfa4wvg4,51.5231,,noise,50,
yfa4wvg4,51.5231,,panel,0,
yfa4wvg4,51.5231,,temp,25.6,
yvnks19e,51.508515,-0.1254872,bat,91.7,
yvnks19e,51.508515,-0.1254872,co,127.646,
yvnks19e,51.508515,-0.1254872,hum,88.3,
yvnks19e,51.508515,-0.1254872,light,9.4,
yvnks19e,51.508515,-0.1254872,nets,2,
yvnks19e,51.508515,-0.1254872,no2,2.536,
yvnks19e,51.508515,-0.1254872,noise,62.58,
yvnks19e,51.508515,-0.1254872,panel,0,
yvnks19e,51.508515,-0.1254872,temp,17.60000006,
